source_system,entity_name,procedure_number,lot_number,line_no,item_name,okpd_code,okpd_name,quantity,unit,price_rub,item_description,item_id_external,okei_code,unit_price_rub,line_total_rub,sberb2b_need_id,sberb2b_condition_id,unit_price_source,focus_category
roseltorg,ООО ЕАПТЕКА,B0505251444149,87,1,Камера холодильная медицинская 150 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,88,1,Холодильник бытовой 90 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,89,1,Холодильник бытовой 50 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,9,1,Полка к поставляемому оборудованию для 2-х камерного фармацевтического холодильника 280 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,90,1,.Морозильный ларь не менее 99 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,91,1,Ручка для фармацевтического холодильника,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,92,1,Полка к поставляемому оборудованию для фармацевтического холодильника не менее 535 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,93,1,Полка к поставляемому оборудованию для 2-х камерного фармацевтического холодильника 280 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,94,1,Полка к поставляемому оборудованию для фармацевтического холодильника 150 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,95,1,Полка к поставляемому оборудованию для фармацевтического холодильника 90 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,96,1,Полка к поставляемому оборудованию для фармацевтического холодильника 50 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,97,1,Камера холодильная медицинская не менее 535 литров.,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,98,1,"Холодильник 2-х камерный медицинский , до 280 литров",28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
roseltorg,ООО ЕАПТЕКА,B0505251444149,99,1,Камера холодильная медицинская 150 литров,28.25.13.110,"28.25.13.110 Оборудование холодильное и морозильное, кроме бытового оборудования",1.0,Штука,,,,,,,,,lot_total_fallback,Other
